1 Ave & E 110 St	 (0, 1) 
1 Ave & E 16 St	 (24, 17) 
1 Ave & E 18 St	 (212, 184) 
1 Ave & E 30 St	 (5, 11) 
1 Ave & E 44 St	 (15, 10) 
1 Ave & E 62 St	 (12, 10) 
1 Ave & E 68 St	 (17, 16) 
1 Ave & E 78 St	 (188, 193) 
1 Ave & E 94 St	 (3, 3) 
1 Pl & Clinton St	 (1, 1) 
10 St & 5 Ave	 (0, 1) 
10 St & 7 Ave	 (4, 2) 
11 Ave & W 27 St	 (20, 26) 
11 Ave & W 41 St	 (7, 10) 
11 Ave & W 59 St	 (13, 13) 
11 St & 43 Ave	 (0, 2) 
12 Ave & W 40 St	 (29, 23) 
14 St & 5 Ave	 (0, 1) 
14 St & 7 Ave	 (1, 0) 
2 Ave & 9 St	 (2, 0) 
2 Ave & E 104 St	 (1, 0) 
2 Ave & E 122 St	 (1, 1) 
2 Ave & E 31 St	 (8, 9) 
2 Ave & E 72 St	 (13, 7) 
2 Ave & E 96 St	 (2, 1) 
2 Ave & E 99 St	 (0, 1) 
21 St & 36 Ave	 (1, 0) 
21 St & Queens Plaza North	 (2, 1) 
24 St & 41 Ave	 (1, 2) 
27 St & Hunter St	 (1, 0) 
3 Ave & 14 St	 (1, 0) 
3 Ave & E 62 St	 (6, 5) 
3 Ave & E 71 St	 (0, 1) 
3 Ave & E 72 St	 (4, 4) 
3 Ave & E 95 St	 (1, 2) 
3 Ave & Schermerhorn St	 (4, 3) 
3 St & 3 Ave	 (2, 2) 
3 St & 7 Ave	 (51, 54) 
3 St & Hoyt St	 (1, 3) 
3 St & Prospect Park West	 (5, 6) 
31 St & 23 Ave	 (0, 1) 
31 St & Broadway	 (1, 2) 
31 St & Newtown Ave	 (0, 3) 
31 St & Thomson Ave	 (1, 1) 
34 Ave & 13 St	 (1, 1) 
34 Ave & 38 St	 (1, 0) 
44 Dr & 21 St	 (1, 0) 
44 Dr & Jackson Ave	 (3, 2) 
45 Rd & 11 St	 (3, 0) 
46 Ave & 5 St	 (12, 13) 
47 Ave & 31 St	 (1, 1) 
47 Ave & Skillman Ave	 (0, 2) 
48 Ave & 30 Pl	 (0, 2) 
48 Ave & 5 St	 (4, 2) 
49 Ave & 21 St	 (0, 1) 
5 Ave & 3 St	 (1, 2) 
5 Ave & E 103 St	 (1, 0) 
5 Ave & E 29 St	 (6, 9) 
5 Ave & E 63 St	 (3, 2) 
5 Ave & E 73 St	 (6, 6) 
5 Ave & E 78 St	 (8, 6) 
5 Ave & E 88 St	 (2, 4) 
5 St & 51 Ave	 (0, 2) 
6 Ave & 12 St	 (0, 3) 
6 Ave & 9 St	 (4, 2) 
6 Ave & Broome St	 (15, 4) 
6 Ave & Canal St	 (11, 19) 
6 St & 7 Ave	 (1, 1) 
