1 Ave & E 110 St	 (0, 2) 
1 Ave & E 16 St	 (23, 20) 
1 Ave & E 18 St	 (204, 199) 
1 Ave & E 30 St	 (8, 11) 
1 Ave & E 44 St	 (8, 7) 
1 Ave & E 62 St	 (12, 11) 
1 Ave & E 68 St	 (13, 7) 
1 Ave & E 78 St	 (191, 173) 
1 Ave & E 94 St	 (2, 4) 
1 Pl & Clinton St	 (3, 1) 
10 Hudson Yards	 (0, 1) 
10 St & 5 Ave	 (1, 1) 
10 St & 7 Ave	 (1, 3) 
11 Ave & W 27 St	 (12, 16) 
11 Ave & W 41 St	 (6, 11) 
11 Ave & W 59 St	 (9, 6) 
12 Ave & W 40 St	 (20, 30) 
14 St & 5 Ave	 (2, 1) 
14 St & 7 Ave	 (3, 5) 
2 Ave & 36 St - Citi Bike HQ at Industry City	 (0, 1) 
2 Ave & E 104 St	 (0, 1) 
2 Ave & E 31 St	 (10, 10) 
2 Ave & E 72 St	 (6, 13) 
2 Ave & E 96 St	 (2, 3) 
21 St & 43 Ave	 (2, 0) 
21 St & Queens Plaza North	 (1, 0) 
24 St & 41 Ave	 (1, 0) 
27 Ave & 4 St	 (1, 0) 
28 St & 36 Ave	 (1, 0) 
3 Ave & 14 St	 (0, 1) 
3 Ave & E 100 St	 (0, 1) 
3 Ave & E 62 St	 (3, 4) 
3 Ave & E 71 St	 (1, 3) 
3 Ave & E 72 St	 (1, 1) 
3 Ave & E 95 St	 (1, 1) 
3 Ave & Schermerhorn St	 (3, 3) 
3 St & 3 Ave	 (2, 1) 
3 St & 7 Ave	 (61, 70) 
3 St & Hoyt St	 (0, 2) 
3 St & Prospect Park West	 (6, 6) 
31 Ave & 34 St	 (1, 0) 
31 St & Broadway	 (3, 1) 
31 St & Thomson Ave	 (2, 0) 
36 Ave & 31 St	 (0, 1) 
4 Ave & 9 St	 (1, 0) 
44 Dr & 21 St	 (1, 1) 
44 Dr & Jackson Ave	 (0, 2) 
45 Rd & 11 St	 (0, 3) 
46 Ave & 5 St	 (3, 6) 
47 Ave & 31 St	 (2, 0) 
47 Ave & Skillman Ave	 (1, 1) 
48 Ave & 5 St	 (0, 4) 
49 Ave & 21 St	 (1, 0) 
5 Ave & 3 St	 (0, 3) 
