1 Ave & E 110 St	 (0, 1) 
1 Ave & E 16 St	 (25, 25) 
1 Ave & E 18 St	 (240, 219) 
1 Ave & E 30 St	 (7, 15) 
1 Ave & E 44 St	 (20, 5) 
1 Ave & E 62 St	 (18, 7) 
1 Ave & E 68 St	 (5, 13) 
1 Ave & E 78 St	 (205, 217) 
1 Ave & E 94 St	 (1, 4) 
1 Pl & Clinton St	 (4, 2) 
10 Hudson Yards	 (1, 0) 
10 St & 5 Ave	 (2, 2) 
10 St & 7 Ave	 (1, 2) 
11 Ave & W 27 St	 (10, 18) 
11 Ave & W 41 St	 (8, 13) 
11 Ave & W 59 St	 (18, 5) 
11 St & 43 Ave	 (1, 1) 
12 Ave & W 40 St	 (40, 27) 
14 St & 5 Ave	 (1, 3) 
14 St & 7 Ave	 (3, 2) 
2 Ave & 36 St - Citi Bike HQ at Industry City	 (2, 0) 
2 Ave & E 104 St	 (1, 0) 
2 Ave & E 122 St	 (0, 1) 
2 Ave & E 31 St	 (10, 7) 
2 Ave & E 72 St	 (11, 14) 
2 Ave & E 96 St	 (2, 5) 
2 Ave & E 99 St	 (1, 1) 
21 St & 38 Ave	 (0, 1) 
21 St & 43 Ave	 (1, 1) 
21 St & Queens Plaza North	 (1, 0) 
24 Ave & 29 St	 (0, 1) 
24 St & 41 Ave	 (1, 1) 
27 Ave & 4 St	 (2, 0) 
27 St & Hunter St	 (3, 4) 
3 Ave & 14 St	 (0, 2) 
3 Ave & E 100 St	 (1, 0) 
3 Ave & E 62 St	 (2, 4) 
3 Ave & E 71 St	 (0, 2) 
3 Ave & E 72 St	 (2, 2) 
3 Ave & E 95 St	 (1, 1) 
3 Ave & Schermerhorn St	 (3, 6) 
3 St & 3 Ave	 (1, 1) 
3 St & 7 Ave	 (61, 67) 
3 St & Hoyt St	 (1, 1) 
3 St & Prospect Park West	 (4, 4) 
31 Ave & 34 St	 (0, 1) 
31 Ave & Crescent St	 (1, 1) 
31 St & 23 Ave	 (0, 1) 
31 St & Astoria Blvd	 (0, 1) 
31 St & Thomson Ave	 (0, 1) 
34 Ave & 13 St	 (2, 1) 
34 Ave & 21 St	 (0, 1) 
35 Ave & 37 St	 (1, 0) 
35 St & 34 Ave	 (1, 0) 
39 St & 2 Ave - Citi Bike HQ at Industry City	 (1, 2) 
40 Ave & 9 St	 (1, 0) 
44 Dr & Jackson Ave	 (5, 2) 
45 Rd & 11 St	 (1, 3) 
46 Ave & 5 St	 (15, 15) 
47 Ave & 31 St	 (1, 2) 
47 Ave & Skillman Ave	 (0, 1) 
