1 Ave & E 110 St	 (0, 1) 
1 Ave & E 16 St	 (15, 10) 
1 Ave & E 18 St	 (129, 107) 
1 Ave & E 30 St	 (3, 9) 
1 Ave & E 44 St	 (9, 5) 
1 Ave & E 62 St	 (7, 10) 
1 Ave & E 68 St	 (8, 5) 
1 Ave & E 78 St	 (105, 90) 
1 Ave & E 94 St	 (0, 2) 
1 Pl & Clinton St	 (2, 1) 
10 St & 5 Ave	 (1, 0) 
10 St & 7 Ave	 (3, 1) 
11 Ave & W 27 St	 (3, 12) 
11 Ave & W 41 St	 (6, 6) 
11 Ave & W 59 St	 (2, 3) 
11 St & 43 Ave	 (0, 1) 
12 Ave & W 40 St	 (6, 14) 
14 St & 5 Ave	 (0, 1) 
14 St & 7 Ave	 (2, 1) 
2 Ave & E 31 St	 (5, 4) 
2 Ave & E 72 St	 (7, 13) 
2 Ave & E 96 St	 (1, 0) 
2 Ave & E 99 St	 (0, 1) 
21 St & 38 Ave	 (0, 1) 
28 Ave & 35 St	 (1, 1) 
3 Ave & E 62 St	 (4, 4) 
3 Ave & E 71 St	 (2, 0) 
3 Ave & E 95 St	 (1, 1) 
3 Ave & Schermerhorn St	 (0, 1) 
3 St & 3 Ave	 (3, 0) 
3 St & 7 Ave	 (31, 30) 
31 Ave & Crescent St	 (0, 1) 
31 St & Astoria Blvd	 (0, 1) 
31 St & Thomson Ave	 (1, 0) 
43 St & Broadway	 (0, 1) 
44 Dr & 21 St	 (0, 2) 
44 Dr & Jackson Ave	 (2, 1) 
45 Rd & 11 St	 (2, 4) 
46 Ave & 5 St	 (5, 4) 
47 Ave & 31 St	 (2, 1) 
47 Ave & Skillman Ave	 (0, 1) 
48 Ave & 30 Pl	 (0, 2) 
48 Ave & 5 St	 (0, 2) 
49 Ave & 21 St	 (0, 1) 
5 Ave & 3 St	 (1, 1) 
5 Ave & E 29 St	 (5, 7) 
5 Ave & E 63 St	 (1, 3) 
5 Ave & E 73 St	 (1, 1) 
5 Ave & E 78 St	 (0, 1) 
5 Ave & E 88 St	 (2, 2) 
5 St & 51 Ave	 (2, 0) 
5 St & 6 Ave	 (1, 1) 
6 Ave & 12 St	 (3, 1) 
6 Ave & 9 St	 (0, 1) 
6 Ave & Broome St	 (3, 3) 
6 Ave & Canal St	 (7, 8) 
7 Ave & Central Park South	 (1, 5) 
7 Ave & Park Pl	 (6, 10) 
8 Ave & W 31 St	 (10, 18) 
8 Ave & W 33 St	 (6, 12) 
8 Ave & W 52 St	 (3, 1) 
9 Ave & W 18 St	 (4, 0) 
9 Ave & W 28 St	 (2, 1) 
9 Ave & W 45 St	 (5, 4) 
9 St & 44 Rd	 (1, 3) 
Adam Clayton Powell Blvd & W 123 St	 (1, 0) 
Adelphi St & Myrtle Ave	 (1, 0) 
Albany Ave & Fulton St	 (0, 2) 
Allen St & Hester St	 (3, 1) 
Allen St & Rivington St	 (8, 5) 
Allen St & Stanton St	 (10, 4) 
Amsterdam Ave & W 66 St	 (0, 1) 
Amsterdam Ave & W 73 St	 (2, 4) 
Amsterdam Ave & W 79 St	 (2, 3) 
Amsterdam Ave & W 82 St	 (2, 0) 
Atlantic Ave & Fort Greene Pl	 (1, 3) 
Avenue C & E 18 St	 (4, 8) 
Avenue D & E 12 St	 (1, 0) 
Avenue D & E 3 St	 (8, 2) 
Avenue D & E 8 St	 (5, 2) 
Baltic St & 5 Ave	 (0, 1) 
Bank St & Hudson St	 (97, 82) 
Bank St & Washington St	 (9, 6) 
Banker St & Meserole Ave	 (2, 4) 
Barclay St & Church St	 (13, 8) 
Barrow St & Hudson St	 (11, 8) 
Bayard St & Baxter St	 (5, 2) 
Bayard St & Leonard St	 (0, 2) 
Bedford Ave & Bergen St	 (3, 1) 
