1 Ave & E 110 St	 (0, 2) 
1 Ave & E 16 St	 (19, 20) 
1 Ave & E 18 St	 (233, 214) 
1 Ave & E 30 St	 (5, 11) 
1 Ave & E 44 St	 (11, 13) 
1 Ave & E 62 St	 (16, 10) 
1 Ave & E 68 St	 (11, 14) 
1 Ave & E 78 St	 (197, 234) 
1 Ave & E 94 St	 (1, 7) 
1 Pl & Clinton St	 (2, 0) 
10 Hudson Yards	 (1, 0) 
10 St & 5 Ave	 (1, 1) 
10 St & 7 Ave	 (0, 4) 
11 Ave & W 27 St	 (12, 16) 
11 Ave & W 41 St	 (6, 9) 
11 Ave & W 59 St	 (11, 12) 
12 Ave & W 40 St	 (26, 31) 
12 St & 4 Ave	 (1, 1) 
14 St & 5 Ave	 (0, 1) 
14 St & 7 Ave	 (0, 2) 
2 Ave & E 122 St	 (1, 2) 
2 Ave & E 31 St	 (15, 15) 
2 Ave & E 72 St	 (14, 12) 
2 Ave & E 96 St	 (4, 1) 
2 Ave & E 99 St	 (2, 0) 
21 St & 31 Dr	 (0, 1) 
21 St & Queens Plaza North	 (0, 2) 
24 St & 41 Ave	 (1, 1) 
28 St & 41 Ave	 (1, 1) 
3 Ave & 14 St	 (0, 1) 
3 Ave & E 100 St	 (1, 0) 
3 Ave & E 62 St	 (7, 4) 
3 Ave & E 71 St	 (4, 3) 
3 Ave & E 72 St	 (4, 2) 
3 Ave & E 95 St	 (1, 0) 
3 Ave & Schermerhorn St	 (2, 1) 
3 St & 3 Ave	 (1, 2) 
3 St & 7 Ave	 (72, 75) 
3 St & Hoyt St	 (3, 3) 
3 St & Prospect Park West	 (4, 4) 
30 Ave & 21 St	 (1, 0) 
31 Ave & 14 St	 (1, 0) 
31 Ave & 30 St	 (0, 1) 
31 St & Newtown Ave	 (2, 0) 
31 St & Thomson Ave	 (1, 1) 
34 Ave & 13 St	 (1, 1) 
34 Ave & 38 St	 (0, 2) 
35 Ave & 10 St	 (1, 0) 
4 Ave & 9 St	 (1, 1) 
44 Dr & 21 St	 (2, 1) 
44 Dr & Jackson Ave	 (1, 1) 
45 Rd & 11 St	 (3, 3) 
46 Ave & 5 St	 (14, 11) 
47 Ave & 31 St	 (0, 2) 
47 Ave & Skillman Ave	 (0, 1) 
48 Ave & 5 St	 (2, 2) 
49 Ave & 21 St	 (1, 1) 
5 Ave & 3 St	 (6, 2) 
5 Ave & E 103 St	 (1, 1) 
5 Ave & E 29 St	 (7, 9) 
5 Ave & E 63 St	 (2, 1) 
5 Ave & E 73 St	 (9, 3) 
5 Ave & E 78 St	 (7, 10) 
5 Ave & E 88 St	 (6, 1) 
5 Ave & E 93 St	 (1, 2) 
5 St & 6 Ave	 (2, 0) 
5 St & Market St	 (1, 1) 
6 Ave & 12 St	 (0, 1) 
6 Ave & 9 St	 (4, 4) 
6 Ave & Broome St	 (10, 10) 
6 Ave & Canal St	 (21, 23) 
7 Ave & Central Park South	 (8, 5) 
7 Ave & Park Pl	 (13, 14) 
7 St & 3 Ave	 (1, 0) 
7 St & 5 Ave	 (2, 3) 
8 Ave & W 31 St	 (14, 19) 
8 Ave & W 33 St	 (11, 14) 
8 Ave & W 52 St	 (4, 7) 
9 Ave & W 18 St	 (5, 5) 
9 Ave & W 28 St	 (5, 7) 
9 Ave & W 45 St	 (12, 6) 
9 St & 44 Rd	 (1, 3) 
Adam Clayton Powell Blvd & W 115 St	 (0, 1) 
Adam Clayton Powell Blvd & W 118 St	 (0, 1) 
Adam Clayton Powell Blvd & W 123 St	 (1, 0) 
Adelphi St & Myrtle Ave	 (2, 8) 
Albany Ave & Fulton St	 (0, 1) 
Allen St & Hester St	 (10, 9) 
Allen St & Rivington St	 (13, 9) 
Allen St & Stanton St	 (20, 24) 
Amsterdam Ave & W 119 St	 (0, 1) 
Amsterdam Ave & W 125 St	 (0, 1) 
Amsterdam Ave & W 66 St	 (6, 4) 
Amsterdam Ave & W 73 St	 (6, 4) 
Amsterdam Ave & W 79 St	 (7, 2) 
Amsterdam Ave & W 82 St	 (4, 2) 
Atlantic Ave & Fort Greene Pl	 (6, 7) 
Atlantic Ave & Furman St	 (4, 5) 
Avenue C & E 18 St	 (6, 10) 
Avenue D & E 12 St	 (3, 3) 
Avenue D & E 3 St	 (6, 8) 
Avenue D & E 8 St	 (4, 1) 
Baltic St & 5 Ave	 (3, 1) 
Bank St & Hudson St	 (129, 130) 
Bank St & Washington St	 (7, 8) 
Banker St & Meserole Ave	 (1, 1) 
Barclay St & Church St	 (13, 13) 
Barrow St & Hudson St	 (14, 9) 
Bayard St & Baxter St	 (4, 11) 
Bayard St & Leonard St	 (3, 1) 
Bedford Ave & Bergen St	 (0, 1) 
Bedford Ave & Nassau Ave	 (7, 2) 
Bedford Ave & S 9 St	 (3, 4) 
Bergen St & Flatbush Ave	 (1, 7) 
Bergen St & Smith St	 (7, 11) 
Bergen St & Vanderbilt Ave	 (1, 2) 
Berkeley Pl & 7 Ave	 (5, 5) 
Berry St & N 8 St	 (0, 3) 
Boerum St & Broadway	 (1, 1) 
Bond St & Bergen St	 (1, 0) 
Bond St & Fulton St	 (6, 5) 
Broad St & Bridge St	 (63, 65) 
Broadway & Battery Pl	 (29, 13) 
Broadway & Berry St	 (3, 10) 
Broadway & E 14 St	 (23, 17) 
Broadway & E 22 St	 (31, 36) 
Broadway & Moylan Pl	 (1, 2) 
Broadway & Roebling St	 (1, 2) 
Broadway & W 122 St	 (2, 0) 
Broadway & W 25 St	 (17, 12) 
Broadway & W 29 St	 (10, 9) 
Broadway & W 37 St	 (9, 8) 
Broadway & W 38 St	 (4, 9) 
Broadway & W 41 St	 (13, 12) 
Broadway & W 49 St	 (12, 6) 
Broadway & W 51 St	 (7, 8) 
Broadway & W 53 St	 (4, 5) 
Broadway & W 60 St	 (26, 18) 
Broadway & Whipple St	 (1, 0) 
Brooklyn Bridge Park - Pier 2	 (1, 0) 
Bus Slip & State St	 (10, 11) 
Bushwick Ave & McKibbin St	 (1, 0) 
Bushwick Ave & Powers St	 (2, 1) 
Bushwick Ave & Stagg St	 (1, 0) 
Butler St & Court St	 (2, 4) 
Cadman Plaza E & Johnson St	 (4, 3) 
Cadman Plaza E & Red Cross Pl	 (6, 7) 
Cadman Plaza West & Montague St	 (0, 1) 
Cambridge Pl & Gates Ave	 (2, 1) 
Canal St & Rutgers St	 (7, 14) 
Carlton Ave & Dean St	 (1, 2) 
