1 Ave & E 16 St	 (22, 16) 
1 Ave & E 18 St	 (214, 210) 
1 Ave & E 30 St	 (5, 7) 
1 Ave & E 44 St	 (5, 7) 
1 Ave & E 62 St	 (14, 10) 
1 Ave & E 68 St	 (11, 9) 
1 Ave & E 78 St	 (147, 149) 
1 Ave & E 94 St	 (2, 1) 
1 Pl & Clinton St	 (0, 2) 
10 Ave & W 28 St	 (6, 9) 
10 St & 2 Ave	 (0, 1) 
10 St & 7 Ave	 (1, 6) 
11 Ave & W 27 St	 (13, 9) 
11 Ave & W 41 St	 (10, 10) 
11 Ave & W 59 St	 (9, 7) 
11 St & 43 Ave	 (2, 0) 
12 Ave & W 40 St	 (31, 32) 
14 St & 5 Ave	 (6, 1) 
14 St & 7 Ave	 (3, 0) 
2 Ave & 36 St - Citi Bike HQ at Industry City	 (1, 0) 
2 Ave & E 122 St	 (1, 0) 
2 Ave & E 31 St	 (6, 4) 
2 Ave & E 72 St	 (11, 11) 
2 Ave & E 96 St	 (1, 3) 
2 Ave & E 99 St	 (1, 2) 
21 St & 36 Ave	 (0, 1) 
21 St & 38 Ave	 (2, 0) 
21 St & 43 Ave	 (0, 1) 
21 St & Queens Plaza North	 (2, 0) 
24 St & 41 Ave	 (0, 2) 
27 St & Hunter St	 (1, 2) 
28 St & 41 Ave	 (0, 1) 
3 Ave & E 62 St	 (6, 4) 
3 Ave & E 71 St	 (1, 2) 
3 Ave & E 72 St	 (1, 2) 
3 Ave & E 95 St	 (1, 1) 
3 Ave & Schermerhorn St	 (1, 5) 
3 St & 3 Ave	 (2, 0) 
3 St & 7 Ave	 (47, 57) 
3 St & Prospect Park West	 (1, 1) 
31 Ave & Crescent St	 (1, 0) 
31 St & Broadway	 (0, 1) 
35 Ave & 37 St	 (1, 0) 
36 Ave & 31 St	 (1, 0) 
39 St & 2 Ave - Citi Bike HQ at Industry City	 (1, 0) 
40 Ave & 9 St	 (0, 1) 
44 Dr & Jackson Ave	 (2, 1) 
45 Rd & 11 St	 (6, 1) 
46 Ave & 5 St	 (10, 11) 
47 Ave & 31 St	 (2, 2) 
47 Ave & Skillman Ave	 (0, 1) 
48 Ave & 30 Pl	 (0, 1) 
48 Ave & 5 St	 (1, 2) 
5 Ave & 3 St	 (2, 4) 
5 Ave & E 103 St	 (4, 3) 
5 Ave & E 29 St	 (5, 10) 
5 Ave & E 63 St	 (1, 4) 
5 Ave & E 73 St	 (0, 5) 
5 Ave & E 78 St	 (3, 8) 
5 Ave & E 88 St	 (1, 1) 
5 Ave & E 93 St	 (0, 1) 
5 St & 51 Ave	 (1, 0) 
5 St & 6 Ave	 (1, 2) 
6 Ave & 12 St	 (4, 4) 
6 Ave & 9 St	 (2, 2) 
6 Ave & Broome St	 (12, 11) 
6 Ave & Canal St	 (17, 7) 
6 Ave & W 33 St	 (2, 4) 
6 St & 7 Ave	 (1, 1) 
7 Ave & Central Park South	 (6, 2) 
7 Ave & Park Pl	 (13, 8) 
7 St & 3 Ave	 (0, 1) 
7 St & 5 Ave	 (1, 3) 
8 Ave & W 31 St	 (23, 29) 
8 Ave & W 33 St	 (9, 7) 
8 Ave & W 52 St	 (2, 4) 
9 Ave & W 18 St	 (10, 6) 
9 Ave & W 28 St	 (8, 4) 
9 Ave & W 45 St	 (8, 7) 
9 St & 44 Rd	 (0, 3) 
Adam Clayton Powell Blvd & W 126 St	 (0, 1) 
Adelphi St & Myrtle Ave	 (0, 6) 
Allen St & Hester St	 (8, 9) 
Allen St & Rivington St	 (10, 10) 
Allen St & Stanton St	 (18, 13) 
Amsterdam Ave & W 125 St	 (3, 0) 
