1 Ave & E 110 St	 (0, 1) 
1 Ave & E 16 St	 (21, 12) 
1 Ave & E 18 St	 (194, 195) 
1 Ave & E 30 St	 (5, 11) 
1 Ave & E 44 St	 (7, 8) 
1 Ave & E 62 St	 (17, 8) 
1 Ave & E 68 St	 (17, 18) 
1 Ave & E 78 St	 (191, 196) 
1 Ave & E 94 St	 (2, 3) 
1 Pl & Clinton St	 (2, 1) 
10 St & 5 Ave	 (0, 1) 
10 St & 7 Ave	 (2, 4) 
11 Ave & W 41 St	 (6, 9) 
11 Ave & W 59 St	 (7, 19) 
11 St & 43 Ave	 (1, 1) 
12 Ave & W 40 St	 (24, 26) 
12 St & 4 Ave	 (0, 1) 
14 St & 5 Ave	 (2, 1) 
14 St & 7 Ave	 (2, 1) 
2 Ave & 36 St - Citi Bike HQ at Industry City	 (1, 0) 
2 Ave & 9 St	 (1, 0) 
2 Ave & E 31 St	 (15, 8) 
2 Ave & E 72 St	 (15, 16) 
2 Ave & E 96 St	 (1, 1) 
21 St & 36 Ave	 (0, 1) 
21 St & 43 Ave	 (1, 0) 
21 St & Queens Plaza North	 (1, 1) 
24 St & 41 Ave	 (0, 2) 
27 St & Hunter St	 (1, 2) 
28 St & 38 Ave	 (0, 1) 
3 Ave & 14 St	 (1, 0) 
3 Ave & Carroll St	 (0, 1) 
3 Ave & E 100 St	 (1, 0) 
3 Ave & E 62 St	 (3, 9) 
3 Ave & E 71 St	 (3, 1) 
3 Ave & E 72 St	 (6, 1) 
3 Ave & E 95 St	 (0, 1) 
3 Ave & Schermerhorn St	 (2, 2) 
3 St & 3 Ave	 (2, 1) 
3 St & 7 Ave	 (50, 50) 
3 St & Hoyt St	 (2, 4) 
3 St & Prospect Park West	 (3, 1) 
31 Ave & 34 St	 (0, 1) 
31 St & Broadway	 (1, 0) 
31 St & Thomson Ave	 (2, 1) 
34 Ave & 13 St	 (1, 0) 
34 Ave & 21 St	 (1, 0) 
34 St & 35 Ave	 (0, 1) 
35 Ave & 10 St	 (0, 1) 
39 St & 2 Ave - Citi Bike HQ at Industry City	 (1, 0) 
4 Ave & 9 St	 (0, 1) 
40 Ave & 9 St	 (1, 0) 
40 Ave & Crescent St	 (1, 0) 
44 Dr & 21 St	 (2, 2) 
44 Dr & Jackson Ave	 (0, 2) 
45 Rd & 11 St	 (1, 0) 
46 Ave & 5 St	 (9, 16) 
47 Ave & 31 St	 (2, 1) 
47 Ave & Skillman Ave	 (0, 1) 
48 Ave & 30 Pl	 (1, 1) 
48 Ave & 5 St	 (5, 2) 
49 Ave & 21 St	 (0, 1) 
5 Ave & 3 St	 (2, 1) 
5 Ave & E 103 St	 (2, 1) 
5 Ave & E 126 St	 (0, 1) 
5 Ave & E 29 St	 (6, 10) 
5 Ave & E 63 St	 (0, 1) 
5 Ave & E 73 St	 (5, 6) 
5 Ave & E 78 St	 (7, 10) 
5 Ave & E 88 St	 (7, 1) 
5 Ave & E 93 St	 (2, 2) 
5 St & 51 Ave	 (0, 2) 
5 St & 6 Ave	 (0, 1) 
6 Ave & Broome St	 (10, 14) 
6 Ave & Canal St	 (12, 18) 
6 St & 7 Ave	 (1, 1) 
7 Ave & Central Park South	 (4, 1) 
7 Ave & Park Pl	 (9, 11) 
7 St & 3 Ave	 (1, 0) 
