1 Ave & E 110 St	 (1, 2) 
1 Ave & E 16 St	 (11, 10) 
1 Ave & E 18 St	 (147, 133) 
1 Ave & E 30 St	 (10, 10) 
1 Ave & E 44 St	 (4, 4) 
1 Ave & E 62 St	 (8, 5) 
1 Ave & E 68 St	 (10, 15) 
1 Ave & E 78 St	 (118, 105) 
1 Pl & Clinton St	 (0, 1) 
10 Ave & W 28 St	 (5, 6) 
10 St & 2 Ave	 (2, 0) 
10 St & 7 Ave	 (1, 1) 
11 Ave & W 27 St	 (17, 10) 
11 Ave & W 41 St	 (4, 9) 
11 Ave & W 59 St	 (10, 10) 
12 Ave & W 40 St	 (37, 32) 
14 St & 5 Ave	 (0, 1) 
14 St & 7 Ave	 (2, 2) 
2 Ave & E 104 St	 (1, 0) 
2 Ave & E 31 St	 (9, 14) 
2 Ave & E 72 St	 (4, 7) 
2 Ave & E 96 St	 (1, 2) 
21 St & 43 Ave	 (1, 0) 
23 Ave & 27 St	 (1, 0) 
3 Ave & 14 St	 (0, 2) 
3 Ave & E 100 St	 (1, 1) 
3 Ave & E 62 St	 (2, 3) 
3 Ave & E 72 St	 (1, 2) 
3 Ave & E 95 St	 (0, 1) 
3 Ave & Schermerhorn St	 (1, 0) 
3 St & 3 Ave	 (4, 0) 
3 St & 7 Ave	 (41, 44) 
3 St & Hoyt St	 (0, 2) 
3 St & Prospect Park West	 (2, 7) 
31 St & Broadway	 (1, 0) 
31 St & Newtown Ave	 (2, 0) 
31 St & Northern Blvd	 (0, 1) 
34 Ave & 13 St	 (0, 2) 
35 Ave & 37 St	 (1, 0) 
4 Ave & 9 St	 (0, 1) 
44 Dr & 21 St	 (1, 0) 
44 Dr & Jackson Ave	 (1, 3) 
45 Rd & 11 St	 (3, 3) 
46 Ave & 5 St	 (7, 5) 
48 Ave & 5 St	 (3, 0) 
49 Ave & 21 St	 (1, 1) 
5 Ave & 3 St	 (3, 2) 
5 Ave & E 29 St	 (4, 7) 
5 Ave & E 63 St	 (3, 2) 
5 Ave & E 73 St	 (6, 4) 
5 Ave & E 78 St	 (2, 5) 
5 Ave & E 88 St	 (1, 0) 
5 Ave & E 93 St	 (1, 2) 
5 St & 51 Ave	 (1, 0) 
5 St & Market St	 (1, 0) 
6 Ave & 12 St	 (0, 1) 
6 Ave & 9 St	 (1, 0) 
6 Ave & Broome St	 (8, 4) 
6 Ave & Canal St	 (6, 3) 
6 Ave & W 33 St	 (9, 5) 
7 Ave & Central Park South	 (5, 2) 
7 Ave & Park Pl	 (4, 4) 
7 St & 3 Ave	 (0, 1) 
7 St & 5 Ave	 (2, 2) 
8 Ave & W 31 St	 (11, 10) 
8 Ave & W 33 St	 (1, 4) 
8 Ave & W 52 St	 (5, 6) 
9 Ave & W 18 St	 (5, 2) 
9 Ave & W 28 St	 (7, 3) 
9 Ave & W 45 St	 (5, 1) 
9 St & 44 Rd	 (1, 0) 
Adam Clayton Powell Blvd & W 123 St	 (1, 0) 
Adelphi St & Myrtle Ave	 (5, 7) 
Allen St & Hester St	 (9, 5) 
Allen St & Rivington St	 (15, 7) 
Allen St & Stanton St	 (9, 12) 
Amsterdam Ave & W 66 St	 (5, 2) 
Amsterdam Ave & W 73 St	 (3, 6) 
Amsterdam Ave & W 79 St	 (4, 1) 
Amsterdam Ave & W 82 St	 (2, 1) 
Astoria Park S & Shore Blvd	 (2, 0) 
Atlantic Ave & Fort Greene Pl	 (3, 3) 
Avenue C & E 18 St	 (3, 3) 
Avenue D & E 12 St	 (1, 1) 
Avenue D & E 3 St	 (3, 3) 
Avenue D & E 8 St	 (6, 1) 
Baltic St & 5 Ave	 (1, 0) 
Bank St & Hudson St	 (109, 99) 
Bank St & Washington St	 (8, 7) 
Banker St & Meserole Ave	 (2, 2) 
Barclay St & Church St	 (4, 9) 
Barrow St & Hudson St	 (10, 8) 
Bayard St & Baxter St	 (1, 8) 
Bayard St & Leonard St	 (1, 2) 
Bedford Ave & Bergen St	 (3, 4) 
Bedford Ave & Nassau Ave	 (2, 6) 
Bedford Ave & S 9 St	 (3, 6) 
Bergen St & Flatbush Ave	 (2, 5) 
Bergen St & Smith St	 (2, 0) 
Bergen St & Vanderbilt Ave	 (5, 4) 
Berkeley Pl & 7 Ave	 (7, 4) 
Berry St & N 8 St	 (2, 1) 
Bialystoker Pl & Delancey St	 (2, 1) 
Boerum St & Broadway	 (2, 0) 
Bond St & Bergen St	 (2, 0) 
Bond St & Fulton St	 (9, 3) 
Broad St & Bridge St	 (48, 61) 
Broadway & Battery Pl	 (10, 7) 
Broadway & Berry St	 (11, 5) 
Broadway & E 14 St	 (16, 18) 
Broadway & E 22 St	 (9, 14) 
Broadway & Moylan Pl	 (3, 4) 
Broadway & Roebling St	 (5, 0) 
Broadway & W 25 St	 (11, 8) 
Broadway & W 29 St	 (4, 5) 
Broadway & W 37 St	 (4, 3) 
Broadway & W 38 St	 (2, 3) 
Broadway & W 41 St	 (5, 6) 
Broadway & W 49 St	 (2, 3) 
Broadway & W 51 St	 (1, 0) 
Broadway & W 53 St	 (3, 2) 
Broadway & W 56 St	 (3, 0) 
Broadway & W 60 St	 (9, 16) 
Bus Slip & State St	 (4, 14) 
Butler St & Court St	 (0, 3) 
Cadman Plaza E & Johnson St	 (8, 1) 
Cadman Plaza E & Red Cross Pl	 (3, 1) 
Cadman Plaza West & Montague St	 (2, 7) 
Cambridge Pl & Gates Ave	 (1, 1) 
Canal St & Rutgers St	 (10, 9) 
Carlton Ave & Dean St	 (3, 2) 
Carlton Ave & Flushing Ave	 (3, 1) 
Carlton Ave & Park Ave	 (1, 0) 
Carmine St & 6 Ave	 (20, 10) 
Carroll St & 5 Ave	 (1, 2) 
Carroll St & 6 Ave	 (0, 1) 
Carroll St & Bond St	 (3, 0) 
Carroll St & Columbia St	 (0, 2) 
Carroll St & Washington Ave	 (1, 2) 
Cathedral Pkwy & Broadway	 (1, 0) 
Catherine St & Monroe St	 (4, 6) 
Cedar St & Myrtle Ave	 (0, 1) 
Center Blvd & 48 Ave	 (3, 5) 
Center Blvd & 51 Ave	 (4, 2) 
Central Ave & Flushing Ave	 (0, 1) 
Central Park S & 6 Ave	 (6, 10) 
Central Park W & W 96 St	 (3, 0) 
Central Park West & W 100 St	 (3, 2) 
Central Park West & W 68 St	 (3, 3) 
Central Park West & W 72 St	 (7, 2) 
Central Park West & W 76 St	 (2, 1) 
Central Park West & W 85 St	 (5, 2) 
Centre St & Chambers St	 (17, 19) 
Centre St & Worth St	 (4, 2) 
Cherry St	 (8, 23) 
Christopher St & Greenwich St	 (29, 11) 
Clark St & Henry St	 (4, 4) 
Classon Ave & St Marks Ave	 (51, 46) 
Clermont Ave & Lafayette Ave	 (2, 0) 
Clermont Ave & Park Ave	 (1, 1) 
Cleveland Pl & Spring St	 (6, 11) 
Cliff St & Fulton St	 (9, 8) 
Clinton Ave & Flushing Ave	 (1, 2) 
Clinton Ave & Myrtle Ave	 (77, 55) 
Clinton St & 4 Place	 (1, 1) 
Clinton St & Grand St	 (6, 17) 
Clinton St & Joralemon St	 (2, 0) 
